,order_id,cpf,order_value,charges,discount_value,voucher,order_status,order_date
536,78cb7163-8301-4e84-9cc4-ecc66d2388bf,053.967.482-65,633.92,26.32,25.04,corporis,invoiced,2024-12-24
537,01102a3b-31b0-4358-8ae8-70ce5a769361,795.103.682-02,632.74,79.85,10.0,expedita,await_payment,2025-01-23
538,aa0be28c-92d4-43df-8886-e3b6c30b774e,374.650.128-80,868.46,33.67,10.0,laborum,invoiced,2024-12-03
539,e70fd929-4b9a-4346-b285-4716cf04d828,658.921.743-28,246.23,114.54,92.58,ducimus,invoiced,2024-08-27
540,864a0dac-dd15-4f93-8d91-d172ec550878,208.193.764-69,532.37,107.85,173.73,enim,invoiced,2024-12-02
541,d6211ec8-bf0d-42d6-87dd-5c33326a2b09,403.251.678-26,993.1,36.98,10.0,cum,invoiced,2024-11-20
542,e5b0dc53-6e11-46b0-b6d1-d3be8b67de69,018.764.592-20,654.12,30.63,10.0,at,invoiced,2024-07-25
543,0fbf97f6-1a3f-4d03-b02f-5c681b6a9df1,723.980.461-50,1395.62,32.52,190.77,delectus,invoiced,2024-12-01
544,990c66a9-044a-464c-87c8-b016ae7c8457,890.135.726-77,899.58,107.45,10.0,ad,invoiced,2024-07-18
545,1db48b18-7d43-4646-b4b3-46f59f213686,295.301.678-30,323.33,29.65,59.29,occaecati,canceled,2024-11-21
546,14a1af07-0270-4ddf-9650-b0fd356170a5,652.940.831-24,1153.13,127.39,77.48,delectus,invoiced,2024-03-02
547,22cfc250-410e-40da-bfc7-6b214752229b,823.051.476-35,258.03,133.19,10.0,nihil,invoiced,2024-05-29
548,0fcaa04b-cdd5-4485-b59f-3acc15424a89,837.154.629-73,1035.02,100.61,114.46,iusto,invoiced,2024-12-28
549,db8056eb-462d-4b5c-a163-34e9d49a990f,957.064.283-10,344.74,73.14,193.23,numquam,invoiced,2024-10-14
550,0e667059-6bd0-41ef-a319-f6fe1d6051e6,769.204.381-78,668.5,55.45,68.95,voluptatum,invoiced,2024-04-12
551,3700b0f5-4235-4e65-8ea7-ed70fc79f186,679.103.425-43,1188.22,129.41,190.28,et,invoiced,2024-05-24
552,89d1ae45-928d-43b0-959d-3471fccbcfc7,461.072.593-25,693.14,33.74,28.62,et,invoiced,2024-10-08
553,e6ec2246-44c3-4699-b58b-21828dc619a4,620.857.193-68,886.39,74.09,164.39,veritatis,invoiced,2025-02-07
554,e2b3962d-8a16-4312-a876-3bb978315d9d,678.192.534-28,1261.94,107.55,95.42,error,invoiced,2025-02-14
555,c32c58a8-5eca-43e2-8607-50becbd8caac,520.478.963-47,655.95,141.08,61.94,debitis,invoiced,2024-10-20
556,562bd2ee-99f1-4bcd-af6b-4d5faac9b06c,371.692.405-99,472.66,137.69,93.6,dolor,invoiced,2024-05-30
557,435fe6a2-4299-4f59-8886-ff92e7c9ce73,082.749.561-76,1157.96,136.04,10.0,occaecati,invoiced,2025-01-13
558,9fcc2ffc-fbbb-41fd-9e97-425615b26e64,027.963.458-74,689.65,90.26,34.19,amet,invoiced,2025-02-27
559,e9cef472-9a02-4260-9f75-ff3fe583d5ba,064.923.871-04,1372.93,61.64,10.0,facere,invoiced,2024-04-14
560,98729ee5-55d5-4bb7-be6b-34b8e2bf901d,784.952.163-37,687.65,135.86,10.0,soluta,invoiced,2024-10-10
561,8a3b96bf-5814-43c3-93ea-ef3a76c64a47,928.046.517-11,925.94,129.73,10.0,id,invoiced,2024-09-25
562,3c94c662-1cbd-4d27-a556-029fa539dbed,642.730.815-71,893.08,139.98,65.58,quasi,invoiced,2024-09-06
563,b31bd32d-e7e8-45a8-a7f3-7fde0d4b92fe,031.467.895-66,393.61,77.41,10.0,doloremque,invoiced,2024-11-04
564,662019d2-3272-4c2a-b8e0-f8d3ff49d453,769.853.214-37,1201.42,51.71,10.0,odit,invoiced,2024-07-21
565,f9a54c4b-0cc9-4b9d-8a7b-f1189337f442,023.187.945-88,466.83,126.2,130.6,tempora,invoiced,2024-03-31
566,919f2924-a093-42ef-a316-7c7188ab7be7,895.764.302-83,772.57,27.62,74.68,harum,production,2024-11-11
567,5907d229-c2c4-4aa9-b600-97e6b1f06395,203.195.874-79,246.18,122.99,104.92,similique,canceled,2025-02-09
568,5765b139-0acb-439c-baf0-c11f3cf487a5,628.574.031-35,1481.98,117.56,10.0,sint,await_payment,2024-03-28
569,ea195d9f-384b-431f-ae32-e17f66f373a0,852.073.964-47,923.43,103.06,199.83,deleniti,invoiced,2024-04-24
570,5fe7a00a-4f0a-4404-9b77-ac4c6fb80734,297.608.314-22,99.61,36.94,99.76,ratione,invoiced,2024-09-23
571,ad0bb215-6277-4918-adf1-249a8c2c33a4,492.310.876-22,250.01,20.88,157.35,alias,await_payment,2024-10-07
572,5dfb7fb9-829c-4883-bd6f-2caf38f3dbbc,347.968.210-31,1172.53,37.0,10.0,labore,invoiced,2024-03-19
573,1f1be197-2f31-4207-a66f-2a7a62db216a,812.074.693-78,1207.24,84.93,26.62,eaque,invoiced,2024-07-14
574,074492c2-4062-41d4-b6f3-db5da29d2159,130.926.854-15,1341.73,101.61,10.0,aliquid,invoiced,2024-07-27
575,57bab23c-0b38-4b7f-b2c1-86df6bff1ab5,458.761.392-46,1243.9,103.65,146.59,accusamus,pending,2024-12-08
576,9fc88897-ef86-4447-b802-cd8c30bae799,245.397.160-34,1122.81,124.74,197.08,officia,await_payment,2024-11-15
577,0e551a18-bf75-4a8d-9164-05741fb7edf3,403.692.517-25,1021.65,129.63,10.0,corporis,production,2024-03-05
578,09439814-861e-4072-ae3c-7f5d7ad3a6bf,154.720.968-20,1343.18,83.79,10.0,sunt,invoiced,2025-02-03
579,134d0f66-34e4-4401-8aab-83596d180676,216.537.490-16,117.19,26.43,82.55,nostrum,invoiced,2025-02-08
580,9d3aec1e-6b24-401b-b9fb-65d399f394e3,265.781.034-90,876.76,147.31,10.0,ipsum,canceled,2025-01-03
581,6a8e4e1b-119f-4413-b67e-9b32a4afd861,974.516.280-94,1448.86,96.08,10.0,molestias,await_payment,2025-01-09
582,6921070e-f5f7-4417-b612-63ec5dd3e8b8,743.826.951-55,1217.17,95.37,21.95,officiis,invoiced,2024-10-27
583,66b013dd-acbb-48c7-ad5a-d8debb0af14c,502.467.839-74,367.61,80.61,64.9,eaque,invoiced,2024-10-17
584,6385ad0a-41e4-44e4-b8e4-557e8463156c,250.719.648-30,458.94,23.96,10.0,maxime,invoiced,2024-09-04
585,77475f66-86eb-4907-94dc-d2005ad92a20,326.485.791-09,1266.2,132.65,10.0,cum,invoiced,2024-05-29
586,752e9f27-3c41-4884-853c-c02d7e691681,457.360.129-52,1404.99,120.09,10.0,odio,invoiced,2024-04-16
587,aa80a6c4-4230-4604-86b8-16036ad71d8d,185.367.094-48,103.09,102.01,10.0,sint,invoiced,2024-08-22
588,74c0e37d-d6bb-4ca0-869a-7a10990b79ff,673.581.024-44,1480.3,136.27,124.17,nesciunt,invoiced,2024-03-13
589,ed9a9420-ec45-47e7-abb8-ca97983bdc83,831.054.796-00,587.14,33.04,10.0,vitae,await_payment,2025-01-03
590,1f7325df-5007-4dfb-a269-7a9d30aff9b8,142.378.906-78,832.7,145.14,10.0,repellendus,invoiced,2024-11-27
591,84bb2f04-6d3a-4809-9274-80ad5d211aa2,531.724.690-34,1335.75,132.16,34.1,ex,invoiced,2024-09-12
592,059b71af-1de0-4541-9a36-8b005ebdf822,416.379.508-10,452.64,10.64,146.48,explicabo,invoiced,2024-04-10
593,c1ac3df9-64ee-4155-8e39-fe41b9551d1e,805.196.423-33,444.51,140.22,130.67,aut,invoiced,2024-11-29
594,f58c8149-8295-4a75-ad86-892e107febaa,247.918.063-87,1485.41,28.48,55.62,magni,await_payment,2024-06-24
595,fdfce9dc-0e90-47df-a9af-31f914d0c72e,385.701.264-17,1471.87,30.26,10.0,dolor,pending,2025-02-10
596,956eb17b-5cd1-4a4a-a521-e447ad961914,518.074.936-01,355.72,68.4,10.0,modi,await_payment,2024-03-23
597,85205708-451a-4ed0-bf37-451062bc28d0,539.026.718-40,143.01,67.31,10.0,aperiam,production,2024-08-08
598,9466c23d-f27c-4b05-8d49-9be406c8f415,340.195.268-42,666.76,137.77,196.79,qui,invoiced,2024-05-14
599,85cae0c4-e288-4e84-9032-e6e62246d1ad,813.074.956-48,627.21,141.69,81.1,odio,pending,2024-09-13
600,688e6d67-1542-4f09-abdc-eb1e6e36a14d,690.348.512-06,1134.6,81.57,10.0,at,invoiced,2024-09-11
601,ee7cd312-9190-4d63-a6f2-32cbada7ce00,016.538.729-77,1303.06,39.12,10.0,nisi,production,2024-08-28
602,08395730-cb8a-415a-942d-9a6284fb1ad6,256.093.147-80,814.57,21.48,124.11,consequatur,invoiced,2024-12-13
603,24ce576c-1d86-4134-8c68-e976bfc19e89,701.284.569-49,476.56,11.07,10.0,ratione,pending,2024-12-07
604,1f9f9c08-2aa5-4d08-b623-aea7c5d2be3c,712.984.053-60,523.4,113.8,10.0,perspiciatis,invoiced,2024-09-29
605,07c4fd4d-62a6-4987-8371-2d767752979b,097.341.562-25,1369.93,66.31,192.17,hic,invoiced,2024-07-15
606,14e8a351-992a-46a9-88ef-50f99b3e9fa6,063.491.857-57,264.24,59.19,10.0,consectetur,invoiced,2024-11-08
607,085b5022-da15-4c9b-8bc3-857368476f0f,832.406.957-74,1034.38,96.87,10.0,quo,production,2024-09-11
608,cab9f2a1-1d60-4bdc-9608-170d2eaf9491,504.961.238-15,1368.89,78.57,10.0,dolorem,invoiced,2024-08-12
609,03e56cf5-705f-422f-8a91-cef9100e57b9,481.520.397-05,187.64,54.67,31.94,occaecati,await_payment,2025-02-03
610,561adb46-3da6-4948-b6b5-91e9a09442f3,638.059.471-00,1397.09,71.88,113.56,iure,await_payment,2024-05-22
611,351f3ebe-3ed7-4ea3-95db-660e0681f72c,397.421.506-99,1187.1,118.51,104.91,cum,invoiced,2025-02-20
612,0bab10ba-2dbc-4d57-b692-b536309b646b,982.173.405-79,901.61,54.28,37.67,harum,invoiced,2024-07-30
613,8e20870d-7c13-4e2b-a222-517e4a1b7012,485.962.130-15,1497.22,47.3,10.0,sint,invoiced,2024-04-10
614,5ddc665b-f4a9-4c92-8f4a-9f42a6ce7659,534.907.281-14,166.84,16.05,10.0,odio,invoiced,2024-05-18
615,c2fe0c83-3016-463c-8050-50497b8fbc9e,790.418.265-30,1362.55,78.61,95.59,quaerat,invoiced,2025-01-22
616,820f3d48-d101-4fa1-af8a-fe2373431fbe,712.034.869-87,1170.68,72.27,10.0,perspiciatis,await_payment,2024-06-09
617,dbe37cab-8e9f-4fec-92b9-2fcdde542df1,956.471.308-01,1284.81,31.76,110.46,quibusdam,invoiced,2025-02-18
618,64109edd-6c82-4b0f-aa57-f6d24ea60a03,863.759.401-84,540.0,55.87,32.4,sed,invoiced,2024-09-18
619,6ef713a3-8818-4867-b04a-df3ad28373b7,451.790.362-16,551.92,20.92,10.0,et,production,2025-01-11
620,85f78e4d-5d36-4269-a4d8-164b8d40a197,734.908.152-97,192.49,109.58,44.42,dolore,invoiced,2024-12-11
621,39eb383e-f359-4804-a193-d31f5b483274,897.132.405-88,261.83,122.24,10.0,sequi,await_payment,2025-02-24
622,85b4f4f6-37c1-4da2-bbe2-1cfef3b296bc,316.798.204-78,656.67,82.75,74.86,delectus,pending,2025-01-30
623,599d6b98-a702-46d6-b70c-553bac269dae,758.132.940-23,857.4,29.3,10.0,inventore,invoiced,2024-02-29
624,aa8168e5-4e6d-40d1-b143-fd9bc6cc1195,897.132.405-88,670.72,59.29,10.0,voluptatibus,pending,2024-06-26
625,0929e57d-f318-4ffd-92e4-e480785bf898,520.731.649-43,284.91,66.09,10.0,eligendi,pending,2024-03-29
626,83216a64-ed15-41f2-b15d-ccdd6ccbbb21,401.367.285-53,883.55,132.49,88.85,aspernatur,invoiced,2024-08-14
627,4d046da6-ee8f-443f-9258-2cb69f80d34c,518.279.604-85,878.91,71.56,49.08,dolores,pending,2024-04-12
628,26704254-9584-4606-aa1c-b58887394ae6,265.781.034-90,124.74,110.84,188.23,illo,invoiced,2024-04-21
629,27900566-cd9f-4d05-8239-e469a9a9484b,827.590.136-77,1379.5,114.52,33.12,error,invoiced,2024-09-21
630,e4ac0b98-da60-4601-a250-3c7cbe3c732a,258.376.140-44,392.56,121.45,10.0,architecto,await_payment,2024-06-04
631,fa2e0b81-ba17-4fe6-8faa-078a7fa19d87,140.625.879-20,529.79,133.55,64.24,est,await_payment,2024-10-10
632,1dfabfc5-23f9-42aa-8f05-8a20360f9aa5,746.320.895-83,602.39,47.51,30.21,nesciunt,invoiced,2024-09-07
633,d1f27f7a-0116-4d35-988d-ecf0c9a3a381,436.125.908-98,1476.62,102.14,10.0,quo,invoiced,2024-10-12
634,33819bef-c4fd-450f-83fd-3aee750028fc,914.023.768-04,988.86,52.87,10.0,animi,canceled,2025-02-02
635,a2fa6609-3d01-4cb6-b66b-b0a22e9b9ffc,825.347.690-65,336.76,34.25,10.0,laborum,invoiced,2024-05-31
636,ffa7768d-b82a-4daf-a465-7d1fbc781011,489.302.657-74,1132.51,75.39,10.0,beatae,production,2025-02-15
637,12d7f7e5-eb63-4d45-8647-e9e4e88abf91,369.214.078-96,849.63,77.89,10.0,exercitationem,production,2025-02-21
638,5e4621ef-716c-4a03-8146-d9566d8d91a8,021.584.639-70,1471.74,95.76,10.0,quis,pending,2024-03-11
639,c972eb5f-3b18-4eb4-81ae-b8dbf621c80e,857.623.104-26,445.9,137.08,134.91,animi,invoiced,2024-08-24
640,d941ca99-382d-49a2-b3ac-9e748bc49b96,371.592.680-59,807.27,18.38,10.0,ipsam,invoiced,2024-09-16
641,4a11127d-d73c-4645-89d1-3b769d77bb36,482.631.507-44,1418.57,81.12,10.0,consequuntur,pending,2024-08-03
642,2c6ccac3-5bcf-4c70-818c-ff55a4a926ba,769.350.142-80,1069.59,149.16,175.49,repellat,await_payment,2024-09-19
643,67d8b49f-8d11-44ee-82ff-e026fd26f3f9,540.827.613-90,394.18,53.59,10.0,magni,pending,2025-01-23
644,b2a62c8f-7141-425d-9a40-fe1c7d0e191d,470.962.138-13,370.15,113.8,197.3,ut,pending,2024-04-11
645,68ff48d3-19f5-42fd-819c-71191e1dc196,402.975.831-23,421.23,128.7,64.62,maiores,invoiced,2024-12-19
646,644b6a77-0662-4df2-a61c-7f6f20b42bfd,745.386.102-08,1343.35,121.72,169.37,vitae,await_payment,2024-04-09
647,57c9e911-0ef4-4ca5-96dd-66df0cc5a29b,973.206.815-95,854.24,54.41,10.0,maiores,await_payment,2024-03-19
648,dfb9648b-b60c-4216-97fb-f5b21a7f34c1,281.495.670-11,130.63,70.4,21.03,rerum,invoiced,2024-08-23
649,e98c59ca-fe42-4345-9c19-55351f38cb1f,963.480.721-69,917.09,47.77,115.53,at,invoiced,2024-10-16
650,67f1d71e-0ca3-48df-9707-e4134cc76924,581.763.249-73,763.35,131.69,58.35,in,invoiced,2024-03-29
651,4d64e8d2-de99-4a9d-80c5-043978647ba9,785.026.341-35,1442.52,129.78,10.0,molestias,invoiced,2025-01-15
652,c0230394-81d4-4f98-a962-b39605d665b7,891.327.604-69,1278.96,132.67,10.0,exercitationem,invoiced,2024-04-25
653,98ba3552-5e0d-437e-ad4e-933d6f820cc3,215.634.907-06,730.37,18.31,36.18,nulla,production,2024-09-03
654,1d97492d-98f7-471a-bbc2-8b4621b9c742,134.795.068-01,104.21,91.99,119.68,veniam,pending,2025-01-31
655,60bb75ff-d7e7-47eb-be6e-fdd1e2fab371,192.657.380-30,599.95,26.51,10.0,ipsam,pending,2024-04-14
656,b1771467-6644-4de5-9603-9babf9ab8f42,296.015.347-25,1256.77,96.39,148.56,molestias,invoiced,2025-02-21
657,da8898a7-aa28-4659-9604-8b639f6706c7,643.591.082-06,1480.11,89.06,10.0,mollitia,invoiced,2024-09-09
658,2b8b1868-e692-45db-bffa-79c8bc3bc825,951.086.347-57,780.64,44.18,121.64,molestiae,invoiced,2024-09-24
659,f6f67185-09ac-4344-bd8c-8d9341479d74,028.157.643-26,1396.26,57.74,10.0,quisquam,invoiced,2025-02-06
660,1f6f3aa4-145c-4dea-b2ac-ccdb7343194b,863.759.401-84,1087.04,104.29,135.03,consectetur,invoiced,2024-03-03
661,a79922bb-39ce-44e2-b916-822cde3bf6a2,804.673.129-31,1179.06,65.75,90.34,ducimus,invoiced,2024-05-29
662,3118fcb3-7787-4f5f-97f3-5d780b72feb6,067.598.134-48,1232.72,55.73,118.13,porro,production,2024-03-31
663,66d0f30a-b0a4-4071-a071-ca580d107c1f,604.758.312-17,72.17,116.96,10.0,dolorem,invoiced,2024-04-04
664,9ca67651-d993-43a2-8e16-94c2d1e46aef,528.367.940-38,1298.22,29.2,147.97,nisi,invoiced,2024-09-18
665,d8ccccf6-f4f8-4cec-9c45-e7e7eb2894fc,518.074.936-01,523.15,41.0,134.34,illum,invoiced,2025-02-10
666,12336411-9e70-4a42-9fc8-f715c6503f3e,984.276.031-69,410.04,81.24,10.0,deserunt,pending,2025-02-03
667,edb81a62-2004-488f-a8f0-825d2c2e5194,084.653.297-29,1019.4,74.55,34.06,voluptate,invoiced,2024-12-31
668,03761a62-2137-423e-92f6-f78d5e8181bb,638.059.471-00,1263.74,29.28,35.96,ratione,invoiced,2024-12-26
669,f276eaa4-3793-4193-be31-1cd01e67c396,190.832.467-87,570.99,37.45,10.0,vero,invoiced,2024-10-11
670,a913180a-08aa-4f2d-8d79-b4409356cc35,607.185.934-48,923.66,139.7,10.0,illum,production,2024-09-16
671,d89bb069-9950-4426-b1d6-92bf9d2afdf2,354.780.296-29,439.36,51.18,189.94,repellat,production,2024-06-24
672,710dfe78-2361-4526-91bc-6cdc7fda43b2,546.982.073-47,64.12,77.47,10.0,praesentium,pending,2024-07-18
673,7dc67b41-ef44-4303-bb01-808f77481e2a,153.840.962-33,1259.33,79.58,53.97,dolore,production,2024-08-07
674,2ffe41a7-f211-49e2-a961-856bcf5c8eb3,643.791.085-20,503.47,13.06,10.0,tenetur,production,2024-05-20
675,28311d2b-a449-41c0-ac6d-9b41fff299f4,625.784.109-76,1072.24,120.88,85.98,eius,await_payment,2024-03-08
676,b83b8722-3e2d-46aa-b5df-dff809f0042d,418.293.605-15,564.6,29.59,10.0,magni,invoiced,2024-06-25
677,b834c4a4-9a3e-45f3-b86b-e50f84ff0bd1,689.137.045-01,1463.07,24.36,142.51,excepturi,await_payment,2024-12-03
678,1b4af66d-d5f5-43ad-9d83-56ffb909d8f3,521.348.760-26,1341.05,100.34,10.0,nesciunt,pending,2024-07-04
679,f1abd8ed-ccc9-4650-a5aa-44171ff0d08b,310.976.548-93,590.29,147.03,171.23,consequatur,production,2024-04-03
680,8229a63c-9ff1-4eeb-8394-66252683eac4,758.316.204-17,912.41,100.83,100.23,ut,invoiced,2024-09-29
681,af73b460-5e21-44a5-ac10-2ffb52b3c8a6,658.207.341-90,797.62,61.91,10.0,iste,invoiced,2024-08-13
682,29c69d8b-46a1-4a45-ba90-e7b91bec2fe2,957.216.834-73,1481.71,81.98,100.78,quia,invoiced,2025-02-17
683,768128db-19af-4984-be0d-974b42345b8e,203.187.465-90,651.01,97.32,64.29,fuga,await_payment,2024-10-09
684,b805ab08-9bb8-408d-bccb-e9d359f379a0,936.524.817-55,1311.93,26.87,10.0,nisi,await_payment,2024-07-31
685,b952ec21-ae3b-43c8-a762-c80bc314829d,104.562.973-16,578.57,128.53,10.0,non,invoiced,2024-10-20
686,701acc3d-0297-4fdc-b6ac-1058e475ab4f,726.148.053-35,104.9,117.26,194.34,tenetur,await_payment,2024-10-25
687,250c28ea-913c-4a59-80eb-8ff66bf223f3,203.694.785-92,446.29,115.64,10.0,assumenda,invoiced,2024-10-21
688,e6ace882-e1ce-4b36-928f-8a9ccaf615d8,825.691.370-30,629.35,112.96,10.0,voluptates,invoiced,2024-11-28
689,76d66d5d-48c3-4d15-8390-25c994ad7011,539.026.718-40,757.8,122.01,112.25,reiciendis,invoiced,2024-11-06
690,45c070bd-8142-4ab2-832d-72a7ce2395bf,417.683.509-57,734.44,96.76,10.0,a,production,2024-06-17
691,192b972d-5b3b-4b7c-8687-e2d03efdd409,706.931.524-43,276.06,37.82,10.0,excepturi,pending,2024-02-29
692,2b9c2e60-575a-4923-8302-7109cc8df40e,276.195.380-03,313.42,140.82,10.0,doloribus,invoiced,2024-11-10
693,a4237ff7-008a-4796-a15f-bc375e2aed65,867.932.104-40,1197.53,103.63,10.0,velit,invoiced,2024-05-19
694,a60717f0-6ef8-47eb-b14b-6ad54d588718,236.817.094-40,162.18,47.25,10.0,earum,invoiced,2025-01-23
695,56fed3f4-3a72-42e6-8e6b-21b65dce75fc,093.518.246-24,868.91,130.86,69.17,nihil,canceled,2024-12-23
696,e6903ac5-0c38-477c-9f5c-929de27ab5fa,049.713.258-32,1046.91,129.34,10.0,nisi,invoiced,2024-05-30
697,1ad4dd13-1e4c-493c-a069-d3b8e80d3db7,293.760.581-86,601.49,149.11,159.39,veniam,invoiced,2025-01-05
698,5ffdff3d-b681-4f4c-8f10-4e372772441b,491.302.687-96,1398.2,85.66,35.74,at,invoiced,2024-03-15
699,a0a81d6a-1603-4399-8b73-6b570d432ece,367.405.912-61,412.84,77.99,10.0,autem,production,2024-09-02
700,97ddd0a0-555a-4135-8f70-a81cc6bcc2b5,472.531.069-70,205.33,22.04,81.14,magni,invoiced,2024-09-11
701,2a9cb283-d4bf-458d-936e-6f510c9023f6,513.940.827-97,857.45,105.26,55.58,illum,invoiced,2024-06-08
702,d85a8e4b-5c49-453b-a554-d8373380636a,869.754.321-55,1438.24,83.88,10.0,illum,await_payment,2024-10-08
703,10e9933d-2957-472f-9d04-666d95d4dc1e,194.850.632-70,1271.98,61.54,158.43,deserunt,await_payment,2024-05-24
704,1abc3e68-65cc-4e14-b8b2-864103acd0d0,486.075.912-58,1448.23,101.0,10.0,esse,invoiced,2024-10-07
705,a6890e34-bc8b-4888-a38c-9c8452d71494,259.036.814-33,322.27,118.58,185.53,nulla,invoiced,2025-01-24
706,c29817b3-70cd-4c71-961b-a074a7fa5dce,527.638.149-64,1121.38,37.38,32.38,perspiciatis,production,2024-03-07
707,23cb1a8b-0c79-4971-ad79-1329eb6dfc8d,196.075.328-21,290.87,63.67,41.76,iusto,await_payment,2024-12-13
708,ae34081d-72e4-4075-a376-b720289f31ca,927.431.560-07,766.96,64.33,10.0,libero,invoiced,2024-05-21
709,bc7e35a9-a563-403e-9d70-38069f2e4ef5,524.139.067-70,421.77,134.77,10.0,aut,invoiced,2025-02-07
710,1b4903e2-cb8f-4f8f-9483-cd78fe087df3,380.925.147-04,1370.55,32.03,10.0,esse,canceled,2024-03-04
711,1968911d-61a3-4422-8127-daee2d233da8,891.732.640-40,507.29,102.47,185.54,at,invoiced,2024-03-30
712,afa4e638-62d8-449d-b02a-451d5579ed1a,520.731.649-43,1021.02,20.67,153.53,dolorem,production,2024-12-18
713,d91583d9-9552-4316-a01d-42096d37a10b,381.546.790-00,1113.65,68.45,10.0,vel,await_payment,2025-02-09
714,a9dde3c9-f147-44f9-828c-ab83a508f884,315.607.482-90,1263.61,140.11,41.95,repellat,invoiced,2024-08-05
715,52cbf420-6af4-4fc4-bbed-0b30eb438a50,980.162.735-21,1271.1,68.3,41.71,est,await_payment,2024-04-14
716,07b18679-7012-4ff4-a6c3-990529c3906f,157.390.682-40,745.13,87.24,10.0,omnis,invoiced,2024-06-13
717,a62327da-c56e-43d0-a551-67b0d296a2d6,701.942.563-16,1199.69,33.29,109.06,culpa,invoiced,2024-12-27
718,9c09626e-52db-48c5-bb45-935e08464ae2,304.257.698-10,1456.82,145.31,144.33,quibusdam,invoiced,2024-10-11
719,e9a48b9a-2495-4e6f-96e1-dee7b354ba83,168.375.940-01,184.03,60.84,48.63,debitis,invoiced,2024-11-27
720,8e0913c0-eda3-47d8-95f3-432db05c7af5,138.602.749-96,813.57,123.63,10.0,autem,invoiced,2024-05-07
721,efff39aa-cd3c-425f-bf54-4c7c23f9b54b,475.623.910-25,1372.6,89.81,198.0,explicabo,invoiced,2024-09-07
722,ce422dcb-0b68-42c9-b9d8-0480cc370497,269.584.731-91,1181.86,134.59,10.0,placeat,invoiced,2024-09-09
723,b1679b80-2a03-4417-b0d5-e07d0a7d98ad,763.549.208-00,1039.7,85.79,10.0,fuga,await_payment,2024-10-22
724,90752d7e-1347-41c2-a575-1c257e004460,650.247.391-16,603.17,68.41,157.67,aliquam,invoiced,2024-11-19
725,18e25d85-5858-4841-8fad-704e6e4c7760,534.907.281-14,743.12,137.31,120.63,suscipit,canceled,2024-07-25
726,74da115a-c759-437b-92dc-228a9a451c1c,782.461.395-09,668.91,33.69,186.77,ad,invoiced,2024-07-24
727,1e936c16-ecdb-4cb6-9159-e27906a9d5ea,736.502.198-59,1123.17,39.5,10.0,aut,invoiced,2024-04-18
728,4094bf77-4552-4ca3-97cf-03aab99b8613,239.041.768-03,139.83,49.61,47.86,sint,await_payment,2024-11-07
729,17356cdd-2b11-4027-8f2a-54d0a32bea61,610.279.534-25,800.49,88.37,25.66,sapiente,invoiced,2024-10-28
730,f86a6db8-8696-4fd6-b355-bd6c87e869a4,471.539.260-70,1006.07,39.37,10.0,illo,invoiced,2024-10-25
731,1388d3b6-ed96-493b-bbc1-bc62f9536826,237.591.480-50,194.4,83.29,10.0,possimus,await_payment,2024-10-19
732,daef32f6-6792-4809-b9f2-da35c52eb055,295.647.801-01,153.62,28.71,10.0,magni,invoiced,2024-07-14
733,369ac740-fefb-4b73-8320-2f245d137cfb,123.095.748-05,438.76,136.91,10.0,tempora,invoiced,2024-04-16
734,02229fc3-a1a6-40dc-9069-06856fd22347,785.026.341-35,615.43,59.23,101.36,laudantium,pending,2024-05-17
735,27c3608a-3221-478b-9b07-9a04ea0333f2,496.137.528-46,283.12,15.67,10.0,non,invoiced,2025-01-21
736,dac19f5c-6662-4ddc-ae33-cb3308e3dcf0,743.890.562-47,371.24,41.47,10.0,eligendi,invoiced,2024-08-06
737,8c79bd0d-adad-452f-8817-dc494838a9a0,195.607.248-94,325.95,20.61,10.0,reiciendis,invoiced,2025-02-07
738,ac98bc2d-4ba2-4c3a-ae75-cb4f3cb91dc8,243.897.516-46,1464.02,27.12,118.55,doloribus,invoiced,2024-09-22
739,0dd48654-2939-47c5-be01-b1c014984de4,386.521.497-55,688.38,62.58,10.0,saepe,invoiced,2025-01-14
740,dfd54069-0b41-46c9-9a41-73a35e6e09cd,495.831.706-66,704.92,87.41,129.98,non,invoiced,2025-01-01
741,6a2ffceb-0063-4ab9-bbbd-be3cacd0e5ea,846.370.291-04,506.27,109.4,178.09,deserunt,production,2024-05-20
742,b2866378-8c1d-42d1-8e03-6919909a7788,392.817.406-13,776.71,52.56,10.0,pariatur,invoiced,2024-03-26
743,c3fc983e-08c4-4020-85e8-bcce337c1f40,890.135.726-77,246.6,120.05,10.0,soluta,invoiced,2024-04-06
744,a1f72820-1dd1-4fbe-b8f9-37cd54efae7d,409.562.783-29,509.46,121.45,10.0,molestias,await_payment,2025-02-21
745,15de821a-fcf9-4ff3-bc2f-b58cac627c49,608.972.135-21,250.26,46.83,169.14,nam,invoiced,2024-10-14
746,644f7e56-17fe-42c9-af2f-a8156a90048b,072.583.169-30,741.89,65.04,93.31,quae,invoiced,2024-10-07
747,39a49ded-f630-4165-afd2-c5093fc1bb19,397.840.152-50,667.5,13.27,10.0,harum,invoiced,2024-10-30
748,4d8cc521-e9d4-4074-ab81-6cb04fdb5bcf,617.342.809-13,722.99,75.1,10.0,quis,invoiced,2024-03-15
749,d5b915b7-edde-49ed-9b0a-a512dd832acc,317.984.520-14,225.15,131.77,93.31,soluta,invoiced,2025-01-19
